COMPETENCIA;CODIGO_OPERADORA;RAZAO_SOCIAL;SITUACAO_OPERADORA;VALOR_PAGO_ACUMULADO;VALOR_PARCELADO_ACUMULADO;VALOR_COBRADO_ACUMULADO;INDICE_ADIMPLENCIA
"2020/02";"306649";"Serpram - Serviço De Prestação De Assistência Médico-Hospitalar S.A.";"Ativa";0,00;0,00;5092886,59;"0.00%"
"2020/02";"345474";"Serviço Federal De Processamento De Dados (Serpro)";"Ativa";2348693,57;0,00;2348693,57;"100.00%"
"2020/02";"420077";"Serviço Social Da Indústria Do Papel, Papelão E Cortiça Do Estado De São Paulo - Sepaco";"Ativa";914938,81;0,00;914938,81;"100.00%"
"2020/02";"356476";"Sim - Caixa De Assistência À Saúde";"Ativa";3800543,96;0,00;3800543,96;"100.00%"
"2020/02";"361011";"Sindifisco Nacional - Sindicato Nacional Dos Auditores-Fiscais Da Receita Federal Do Brasil";"Ativa";446395,93;54768,86;501164,79;"100.00%"
"2020/02";"402001";"Sistema Total De Saúde Ltda.";"Ativa";3525226,92;863717,05;4568571,89;"96.07%"
"2020/02";"352586";"Sistemas E Planos De Saúde Ltda.";"Ativa";40331,64;4755881,35;9349091,55;"51.30%"
"2020/02";"349755";"Smedsj - Serviços Médicos São Jose Ltda";"Ativa";2322537,00;579587,82;4600696,79;"63.08%"
"2020/02";"311405";"Sms - Assistência Médica Ltda";"Ativa";0,00;3187,34;9266368,62;"0.03%"
"2020/02";"349194";"Smv Serviços Médicos Ltda";"Ativa";2780343,71;0,00;4902583,50;"56.71%"
"2020/02";"326500";"Sobam Centro Médico Hospitalar S.A.";"Ativa";6161582,99;1037638,58;7459967,74;"96.50%"
"2020/02";"315630";"Social-Sociedade Assistencial E Cultural";"Ativa";15908,59;0,00;625388,28;"2.54%"
"2020/02";"415898";"Sociedade Benecap De Assistência À Saúde";"Ativa";8602,32;77558,82;104122,11;"82.75%"
"2020/02";"413721";"Sociedade Beneficente Dezoito De Julho";"Ativa";25792,09;489508,57;725718,65;"71.01%"
"2020/02";"411809";"Sociedade De Assistência Médica - Sameisa";"Ativa";1800572,26;164023,60;1964595,86;"100.00%"
"2020/02";"413372";"Sociedade Portuguesa De Beneficência";"Ativa";396718,95;111209,81;800649,39;"63.44%"
"2020/02";"000477";"Sompo Saúde Seguros S.A.";"Ativa";3197310,53;0,00;20215369,84;"15.82%"
"2020/02";"006246";"Sul America Companhia De Seguro Saúde";"Ativa";78900411,63;0,00;79741052,00;"98.95%"
"2020/02";"416428";"Sul América Serviços De Saúde S.A.";"Ativa";9151392,16;0,00;9176787,16;"99.72%"
"2020/02";"338346";"Sulmed - Assistência Médica Ltda";"Ativa";1227314,69;27676,67;1373245,57;"91.39%"
"2020/02";"319180";"São Domingos Saúde- Assistência Médica  Ltda";"Ativa";288894,01;0,00;563046,89;"51.31%"
"2020/02";"403962";"São Francisco Assistência Médica Ltda";"Ativa";125973,60;1508465,95;3283158,26;"49.78%"
"2020/02";"302091";"São Francisco Sistemas De Saúde Sociedade Empresária Limitada";"Ativa";970854,77;35192354,78;40577784,87;"89.12%"
"2020/02";"344362";"São Lucas Saúde S/A";"Ativa";2309466,90;943281,09;3354148,49;"96.98%"
"2020/02";"316849";"Telos - Fundação Embratel De Seguridade Social";"Ativa";1456015,08;0,00;1523296,02;"95.58%"
"2020/02";"412759";"Terramar Administradora De Plano De Saude Ltda";"Ativa";5797,27;5410957,06;6650814,38;"81.44%"
"2020/02";"412252";"Tuiuiu Administradores De Plano De Saude Ltda";"Ativa";708545,26;550025,51;1258570,77;"100.00%"
"2020/02";"361852";"Uniao De Clinicas Rio Grande Ltda";"Ativa";136143,46;406281,06;577994,58;"93.85%"
"2020/02";"385255";"Unihosp Saúde Ltda";"Ativa";1559023,40;818954,81;2653439,76;"89.62%"
"2020/02";"412538";"Unihosp Serviços De Saúde Eireli";"Ativa";26081,80;2837012,19;5865116,44;"48.82%"
"2020/02";"306398";"Unimed - Cooperativa De Serviços De Saúde Dos Vales Do Taquari E Rio Pardo Ltda.";"Ativa";10714293,01;0,00;11371176,78;"94.22%"
"2020/02";"313955";"Unimed Alem Paraiba Cooperativa De Trabalho Medico Ltda";"Ativa";630345,10;75977,32;713195,84;"99.04%"
"2020/02";"354996";"Unimed Alfenas Cooperativa De Trabalho Medico";"Ativa";21494,98;0,00;1886838,01;"1.14%"
"2020/02";"324159";"Unimed Alta Mogiana Cooperativa De Trabalho Médico";"Ativa";585011,52;0,00;638759,43;"91.59%"
"2020/02";"343684";"Unimed Alto Da Serra - Sociedade Cooperativa De Serviço Médico Ltda.";"Ativa";1045767,31;0,00;1482398,67;"70.55%"
"2020/02";"352519";"Unimed Alto Jacuí/Rs - Cooperativa De Assistência À Saúde Ltda";"Ativa";439691,14;0,00;867577,27;"50.68%"
"2020/02";"341819";"Unimed Alto Paranaiba Cooperativa De Trabalho Medico";"Ativa";197705,87;0,00;291010,19;"67.94%"
"2020/02";"348261";"Unimed Alto São Francisco Cooperativa De Trabalho Médico";"Ativa";1836280,33;0,00;2086912,89;"87.99%"
"2020/02";"306959";"Unimed Alto Uruguai/Rs - Cooperativa De Assistência À Saúde Ltda.";"Ativa";280945,36;0,00;285328,17;"98.46%"
"2020/02";"372561";"Unimed Alto Vale - Cooperativa De Trabalho Médico";"Ativa";1055195,45;0,00;1163591,45;"90.68%"
"2020/02";"345598";"Unimed Amparo Cooperativa De Trabalho Médico";"Ativa";1582321,39;0,00;2232598,53;"70.87%"
"2020/02";"352861";"Unimed Andradas Cooperativa De Trabalho Médico";"Ativa";107635,07;0,00;247488,71;"43.49%"
"2020/02";"348082";"Unimed Anhanguera Cooperativa De Trabalho Médico";"Ativa";868806,54;1300175,01;2461751,40;"88.11%"
"2020/02";"312347";"Unimed Anápolis Cooperativa De Trabalho Médico.";"Ativa";1825014,87;0,00;3977150,92;"45.89%"
"2020/02";"358096";"Unimed Apucarana Cooperativa De Trabalho Médico";"Ativa";1846677,17;0,00;1846677,17;"100.00%"
"2020/02";"354325";"Unimed Araguari Cooperativa De Trabalho Médico";"Ativa";1143674,99;0,00;2573070,78;"44.45%"
"2020/02";"335215";"Unimed Araruama Cooperativa De Trabalho Médico Ltda";"Ativa";1591561,43;188128,24;1904336,77;"93.45%"
"2020/02";"331651";"Unimed Araxá Cooperativa De Trabalho Médico Ltda.";"Ativa";1196574,25;0,00;1579196,72;"75.77%"
"2020/02";"309087";"Unimed Barbacena - Cooperativa De Trabalho Médico Ltda";"Ativa";6097415,57;0,00;6923716,30;"88.07%"
"2020/02";"304468";"Unimed Barra Do Garças - Cooperativa De Trabalho Médico";"Ativa";2656930,49;0,00;2656930,49;"100.00%"
"2020/02";"343889";"Unimed Belo Horizonte Cooperativa De Trabalho Médico";"Ativa";21672630,08;10886835,89;171033458,09;"19.04%"
"2020/02";"303976";"Unimed Belém Cooperativa De Trabalho Médico";"Ativa";14232259,57;7661894,05;24184576,12;"90.53%"
"2020/02";"334561";"Unimed Blumenau - Cooperativa De Trabalho Medico";"Ativa";11480906,97;165417,11;11974228,97;"97.26%"
"2020/02";"304158";"Unimed Boa Vista Cooperativa De Trabalho Médico";"Ativa";4528,61;196819,94;2778549,41;"7.25%"
"2020/02";"323357";"Unimed Cabo Frio Cooperativa Trabalho Médico Ltda.";"Ativa";249964,03;639287,38;1604925,10;"55.41%"
"2020/02";"350346";"Unimed Caceres Cooperativa De Trabalho Médico";"Ativa";52285,05;2256376,01;2479760,03;"93.10%"
"2020/02";"344141";"Unimed Cajazeiras - Sociedade Cooperativa De Trabalho Médico";"Ativa";50320,77;92460,50;153012,63;"93.31%"
"2020/02";"343765";"Unimed Caldas Novas - Cooperativa De Trabalho Medico";"Ativa";459891,79;0,00;464308,09;"99.05%"
"2020/02";"367397";"Unimed Campina Grande - Cooperativa De Trabalho Medico Ltda";"Ativa";12266624,89;569636,00;13310943,41;"96.43%"
"2020/02";"335690";"Unimed Campinas - Cooperativa De Trabalho Médico";"Ativa";53795065,67;3925882,82;58034279,01;"99.46%"
"2020/02";"367613";"Unimed Campo Belo- Cooperativa De Trabalho Médico";"Ativa";163440,57;0,00;381384,68;"42.85%"
"2020/02";"312851";"Unimed Campo Grande Ms Cooperativa De Trabalho Médico";"Ativa";1461315,46;1606269,27;12386792,34;"24.76%"
"2020/02";"347736";"Unimed Caratinga - Cooperativa De Trabalho Médico Ltda";"Ativa";1086562,17;0,00;1401155,77;"77.55%"
"2020/02";"340952";"Unimed Caruaru-Cooperativa De Trabalho Medico";"Ativa";2409256,84;2677348,69;5354901,64;"94.99%"
"2020/02";"315648";"Unimed Cataguases Cooperativa De Trabalho Médico Ltda";"Ativa";1418375,72;0,00;1534931,90;"92.41%"
"2020/02";"346951";"Unimed Caçador Cooperativa De Trabalho Médico Da Região Do Contestado";"Ativa";1550945,92;0,00;1680152,73;"92.31%"
"2020/02";"357138";"Unimed Centro Oeste Paulista - Federação Intrafederativa Das Cooperativas Médicas";"Ativa";37170,83;0,00;37170,83;"100.00%"
"2020/02";"414573";"Unimed Centro Paulista - Federação Intrafederativa Das Cooperativas Médicas";"Ativa";14140,92;0,00;14140,92;"100.00%"
"2020/02";"320897";"Unimed Centro Sul Fluminense Cooperativa De Trabalho Médico";"Ativa";2056819,09;7014,58;2242245,29;"92.04%"
"2020/02";"354295";"Unimed Chapecó - Cooperativa De Trabalho Médico Da Região Oeste Catarinense";"Ativa";3987192,56;32824,35;4221386,21;"95.23%"
"2020/02";"345709";"Unimed Conselheiro Lafaiete Cooperativa De Trabalho Médico Ltda";"Ativa";582117,86;3957545,07;4964675,31;"91.44%"
"2020/02";"324345";"Unimed Costa Do Descobrimento Cooperativa De Trabalho Médico";"Ativa";2947954,79;0,00;3083580,41;"95.60%"
"2020/02";"371106";"Unimed Costa Oeste - Cooperativa De Trabalho Médico";"Ativa";1980530,35;0,00;2367660,83;"83.65%"
"2020/02";"311146";"Unimed Costa Verde Rj";"Ativa";984129,67;282003,20;1313398,09;"96.40%"
"2020/02";"342084";"Unimed Cuiaba Cooperativa De Trabalho Médico";"Ativa";2774996,74;13693379,68;18671999,70;"88.20%"
"2020/02";"304701";"Unimed Curitiba - Sociedade Cooperativa De Médicos";"Ativa";288802,31;0,00;56805112,66;"0.51%"
"2020/02";"330108";"Unimed Curvelo Cooperativa De Trabalho Médico Ltda.";"Ativa";3544296,05;501444,80;4769200,10;"84.83%"
"2020/02";"311944";"Unimed De Adamantina-Cooperativa De Trabalho Médico";"Ativa";78913,98;15729,84;114375,91;"82.75%"
"2020/02";"303844";"Unimed De Andradina - Cooperativa De Trabalho Médico";"Ativa";613998,93;0,00;779148,83;"78.80%"
"2020/02";"369411";"Unimed De Aracatuba - Cooperativa De Trabalho Médico";"Ativa";2437950,70;26674,68;2502870,81;"98.47%"
"2020/02";"364312";"Unimed De Araraquara - Coop. De Trab. Médico";"Ativa";1534890,09;6188974,59;7965100,70;"96.97%"
"2020/02";"358169";"Unimed De Ariquemes Cooperativa De Trabalho Médico";"Ativa";117248,17;954709,19;1304412,47;"82.18%"
"2020/02";"300713";"Unimed De Assis Cooperativa De Trabalho Médico";"Ativa";1660779,09;269442,07;2043234,16;"94.47%"
"2020/02";"304123";"Unimed De Avaré Cooperativa De Trabalho Médico";"Ativa";2413797,84;0,00;2749534,01;"87.79%"
"2020/02";"330264";"Unimed De Barra Mansa Soc. Coop. Serv.Med.E Hospit.";"Ativa";1479201,73;0,00;1490557,78;"99.24%"
"2020/02";"347108";"Unimed De Barretos Cooperativa De Trabalho Médico";"Ativa";2878823,87;0,00;5631690,48;"51.12%"
"2020/02";"313149";"Unimed De Batatais - Cooperativa De Trabalho Médico";"Ativa";113290,17;0,00;283586,65;"39.95%"
"2020/02";"369659";"Unimed De Bauru Cooperativa De Trabalho Médico";"Ativa";357174,74;0,00;6992741,00;"5.11%"
"2020/02";"331341";"Unimed De Bebedouro Cooperativa De Trabalho Médico";"Ativa";1197636,19;0,00;3476577,81;"34.45%"
"2020/02";"345776";"Unimed De Birigui - Cooperativa De Trabalho Médico";"Ativa";112780,21;0,00;567404,40;"19.88%"
"2020/02";"304883";"Unimed De Botucatu Cooperativa De Trabalho Médico";"Ativa";10320020,63;0,00;10320020,63;"100.00%"
"2020/02";"348244";"Unimed De Brusque Cooperativa De Trabalho Médico";"Ativa";3109323,86;0,00;3109323,86;"100.00%"
"2020/02";"352683";"Unimed De Campos Cooperativa De Trabalho Médico";"Ativa";6323223,69;362380,20;6727093,19;"99.38%"
"2020/02";"366340";"Unimed De Capivari -Cooperativa De Trabalho Médico";"Ativa";193728,55;0,00;193728,55;"100.00%"
"2020/02";"370070";"Unimed De Cascavel Cooperativa De Trabalho Médico";"Ativa";8227315,29;0,00;8267713,12;"99.51%"
"2020/02";"324566";"Unimed De Catalão Cooperativa De Trabalho Médico";"Ativa";15096,72;132314,85;997887,60;"14.77%"
"2020/02";"351407";"Unimed De Catanduva - Cooperativa De Trabalho Médico";"Ativa";1655442,93;0,00;2751823,86;"60.16%"
"2020/02";"334154";"Unimed De Caçapava - Cooperativa De Trabalho Medico";"Ativa";462504,67;0,00;916006,19;"50.49%"
"2020/02";"354627";"Unimed De Cianorte - Cooperativa De Trabalho Medico";"Ativa";1342412,36;0,00;1342412,36;"100.00%"
"2020/02";"344788";"Unimed De Corumba Cooperativa De Trabalho Médico";"Ativa";265523,19;77931,68;392017,01;"87.61%"
"2020/02";"329339";"Unimed De Criciúma Cooperativa De Trabalho Médico Da Região Carbonífera";"Ativa";4616503,93;0,00;4630088,33;"99.71%"
"2020/02";"333662";"Unimed De Dourados Cooperativa De Trabalho Médico Ltda";"Ativa";845321,74;0,00;1352390,38;"62.51%"
"2020/02";"314781";"Unimed De Dracena - Cooperativa De Trabalho Médico";"Ativa";320258,58;0,00;337551,99;"94.88%"
"2020/02";"326089";"Unimed De Fernandopolis - Cooperativa De Trabalho Médico";"Ativa";573600,16;498692,57;1073091,83;"99.93%"
"2020/02";"317144";"Unimed De Fortaleza Sociedade Cooperativa Médica Ltda.";"Ativa";11219913,56;45453794,72;59260678,48;"95.63%"
"2020/02";"355577";"Unimed De Guaratingueta-Cooperativa De Trabalho Médico";"Ativa";547191,27;37200,84;829326,62;"70.47%"
"2020/02";"333051";"Unimed De Guarulhos Cooperativa De Trabalho Médico";"Ativa";1313,62;9936305,56;10621419,21;"93.56%"
"2020/02";"365238";"Unimed De Ibitinga Cooperativa De Trabalho Médico";"Ativa";202130,23;0,00;503068,48;"40.18%"
"2020/02";"327468";"Unimed De Itapeva - Cooperativa De Trabalho Médico";"Ativa";111879,61;0,00;210303,34;"53.20%"
"2020/02";"415014";"Unimed De Itatiba Cooperativa De Trabalho Médico";"Ativa";35336,42;47223,44;917893,51;"8.99%"
"2020/02";"329886";"Unimed De Jaboticabal Coop. De Trabalho Médico";"Ativa";896301,96;966471,05;1966778,86;"94.71%"
"2020/02";"334847";"Unimed De Jataí Cooperativa De Trabalho Médico Ltda.";"Ativa";100012,94;0,00;401445,52;"24.91%"
"2020/02";"321273";"Unimed De Joinville Cooperativa De Trabalho Médico";"Ativa";9867571,99;0,00;9951141,98;"99.16%"
"2020/02";"325031";"Unimed De Lençois Paulista - Cooperativa De Trabalho Médico";"Ativa";300150,53;0,00;746541,21;"40.21%"
"2020/02";"301574";"Unimed De Limeira Cooperativa De Trabalho Médico";"Ativa";2243567,79;301674,09;2589135,12;"98.30%"
"2020/02";"354279";"Unimed De Lins - Cooperativa De Trabalhos Médicos";"Ativa";528112,51;0,00;1938863,54;"27.24%"
"2020/02";"343269";"Unimed De Londrina Cooperativa De Trabalho Médico";"Ativa";9349207,26;0,00;11759279,44;"79.50%"
"2020/02";"385620";"Unimed De Lorena Cooperativa De Trabalho Médico";"Ativa";194886,80;896219,29;1108716,98;"98.41%"
"2020/02";"302953";"Unimed De Macaé Cooperativa De Assistência À Saúde";"Ativa";1839510,31;3898428,05;7891271,06;"72.71%"
"2020/02";"311961";"Unimed De Manaus Coop. Do Trabalho Médico Ltda";"Ativa";281974,50;6737689,48;20896482,47;"33.59%"
"2020/02";"336106";"Unimed De Marilia Cooperativa De Trabalho Médico";"Ativa";5928025,91;0,00;8198014,17;"72.31%"
"2020/02";"357715";"Unimed De Mineiros Cooperativa De Trabalho Médico";"Ativa";252610,35;52830,25;336181,86;"90.86%"
"2020/02";"328308";"Unimed De Mococa Cooperativa De Trab. Médico";"Ativa";559137,29;0,00;1061308,75;"52.68%"
"2020/02";"309524";"Unimed De Monte Alto - Cooperativa De Trabalho Médico";"Ativa";89561,95;46517,14;490264,56;"27.76%"
"2020/02";"311294";"Unimed De Ourinhos - Cooperativa De Trabalho Médico";"Ativa";3035801,88;0,00;3227390,71;"94.06%"
"2020/02";"361615";"Unimed De Paranaguá Cooperativa De Trabalho Médico";"Ativa";3384096,00;0,00;3388919,16;"99.86%"
"2020/02";"320862";"Unimed De Paranavaí Cooperativa De Trabalho Médico";"Ativa";1477121,29;416892,95;1977870,52;"95.76%"
"2020/02";"323004";"Unimed De Penapolis - Cooperativa De Trabalho Medico";"Ativa";168047,69;230445,57;526284,47;"75.72%"
"2020/02";"342343";"Unimed De Pindamonhangaba - Cooperativa Trabalho Medico";"Ativa";88000,29;867794,52;1267139,53;"75.43%"
"2020/02";"315729";"Unimed De Piracicaba Sociedade Cooperativa De Serviços Médicos";"Ativa";261836,07;4670158,07;6499948,16;"75.88%"
"2020/02";"314242";"Unimed De Pirassununga Cooperativa De Trabalho Médico";"Ativa";166594,90;356754,26;523349,16;"100.00%"
"2020/02";"315796";"Unimed De Presidente Prudente Cooperativa De Trab. Médico";"Ativa";6870595,92;3226377,27;12164768,45;"83.00%"
"2020/02";"351776";"Unimed De Registro Cooperativa De Trabalho Médico";"Ativa";387960,33;747387,08;1185220,58;"95.79%"
"2020/02";"351202";"Unimed De Ribeirao Preto - Cooperativa De Trabalho Médico";"Ativa";8360772,38;1171918,50;21139412,02;"45.09%"
"2020/02";"306126";"Unimed De Rio Claro Sp Cooperativa De Trabalho Medico";"Ativa";969827,67;1158952,05;2266425,95;"93.93%"
"2020/02";"369292";"Unimed De Santa Bárbara D'Oeste E Americana - Coop De Trabalho Médico";"Ativa";2092479,97;659919,12;3795274,91;"72.52%"
"2020/02";"355721";"Unimed De Santos Coop De Trab Medico";"Ativa";6799227,65;3481003,78;11156166,44;"92.15%"
"2020/02";"303178";"Unimed De Sobral Sociedade Cooperativa Médica Ltda";"Ativa";105070,00;2771718,61;2962661,81;"97.10%"
"2020/02";"318388";"Unimed De São Roque - Cooperativa De Trabalho Médico";"Ativa";22865,31;283447,62;1789892,20;"17.11%"
"2020/02";"361941";"Unimed De Tatui - Cooperativa De Trabalho Médico";"Ativa";484938,68;401940,71;1108373,29;"80.02%"
"2020/02";"363286";"Unimed De Taubaté Cooperativa De Trabalho Médico";"Ativa";34306,54;4973983,50;5672488,61;"88.29%"
"2020/02";"342386";"Unimed De Tres Lagoas Cooperativa De Trabalho Médico";"Ativa";364091,52;1076021,68;1446499,27;"99.56%"
"2020/02";"364860";"Unimed De Tubarao - Cooperativa De Trabalho Medico Da Regiao Da Amurel";"Ativa";3168825,00;0,00;3975602,73;"79.71%"
"2020/02";"365530";"Unimed De Tupa Cooperativa De Trabalho Médico";"Ativa";571169,97;32360,04;605162,11;"99.73%"
"2020/02";"362573";"Unimed De Uba Cooperativa De Trabalho Medico";"Ativa";2260594,68;0,00;2755489,82;"82.04%"
"2020/02";"364584";"Unimed De Volta Redonda Cooperativa De Trabalho Médico";"Ativa";5802191,48;191513,16;7825859,31;"76.59%"
"2020/02";"328073";"Unimed De Votuporanga - Cooperativa De Trabalho Médico";"Ativa";812133,62;0,00;821016,93;"98.92%"
"2020/02";"319121";"Unimed Divinopolis - Cooperativa De Trabalho Medico Ltda";"Ativa";10255572,05;0,00;15875321,28;"64.60%"
"2020/02";"356123";"Unimed Do Cariri - Sociedade Cooperativa Médica Ltda";"Ativa";332897,77;4230498,99;4890122,13;"93.32%"
"2020/02";"321958";"Unimed Do Ceará - Federação Das Sociedades Cooperativas Médicas Do Estado Do Ceará Ltda.";"Ativa";355377,36;6972959,85;7590839,02;"96.54%"
"2020/02";"355691";"Unimed Do Estado De Santa Catarina Fed. Est. Das Coop. Méd.";"Ativa";34952773,98;0,00;37109275,95;"94.19%"
"2020/02";"319996";"Unimed Do Estado De São Paulo - Federação Estadual Das Coop. Médicas";"Ativa";11156946,32;61472505,85;76308755,69;"95.18%"
"2020/02";"312720";"Unimed Do Estado Do Paraná Federação Estadual Das Cooperativas Médicas";"Ativa";8194733,70;0,00;8224312,04;"99.64%"
"2020/02";"325082";"Unimed Do Oeste Da Bahia Cooperativa De Trabalho Médico";"Ativa";24797,35;0,00;1124790,37;"2.20%"
"2020/02";"305227";"Unimed Do Oeste Do Paraná - Coop. De Trabalho Medico";"Ativa";1924926,78;0,00;2084693,38;"92.34%"
"2020/02";"348406";"Unimed Do Rio Grande Do Norte - Federação Das Sociedades Cooperativas De Trabalho Médico";"Ativa";79450,36;1458763,22;2193546,41;"70.12%"
"2020/02";"350371";"Unimed Do Sudoeste Cooperativa De Trabalho Medico Ltda";"Ativa";5546725,66;410732,31;6057390,14;"98.35%"
"2020/02";"311715";"Unimed Encosta Da Serra/Rs Sociedade Cooperativa De Serviços De Saúde Ltda.";"Ativa";995082,98;0,00;1436946,02;"69.25%"
"2020/02";"357022";"Unimed Erechim - Cooperativa De Serviços De Saúde Ltda.";"Ativa";1219195,38;0,00;1393897,65;"87.47%"
"2020/02";"340251";"Unimed Extremo Oeste Catarinense Cooperativa De Trabalho Médico";"Ativa";1173336,89;33705,08;1234603,71;"97.77%"
"2020/02";"346209";"Unimed Extremo Sul Cooperativa De Trabalho Médico";"Ativa";2348073,63;157097,37;2505171,00;"100.00%"
"2020/02";"328031";"Unimed Federaçao Do Estado Do Mato Grosso";"Ativa";1101302,53;0,00;1101302,53;"100.00%"
"2020/02";"347361";"Unimed Federação Interfederativa Das Cooperativas Médicas Do Centro-Oeste E Tocantins";"Ativa";0,00;0,00;6297941,24;"0.00%"
"2020/02";"351792";"Unimed Foz Do Iguacu Cooperativa Trabalho Medico";"Ativa";1112144,75;266311,06;1382766,49;"99.69%"
"2020/02";"354783";"Unimed Franca - Sociedade Cooperativa De Serviços Médicos E Hospitalares";"Ativa";146707,62;5044846,43;6077122,51;"85.43%"
"2020/02";"336858";"Unimed Francisco Beltrao Cooperativa De Trabalho Medico";"Ativa";3033110,04;58000,25;3091110,29;"100.00%"
"2020/02";"352179";"Unimed Fronteira Noroeste/Rs - Cooperativa De Assistência À Saúde Ltda.";"Ativa";741680,83;516901,93;1942223,18;"64.80%"
"2020/02";"371564";"Unimed Frutal Cooperativa De Trabalho Medico Ltda";"Ativa";81153,87;711339,48;867932,52;"91.31%"
"2020/02";"382876";"Unimed Goiania Cooperativa De Trabalho Médico";"Ativa";21693220,66;7713887,43;34697496,63;"84.75%"
"2020/02";"386588";"Unimed Governador Valadares Coop. De Trabalho Médico Ltda.";"Ativa";1461203,05;1971192,14;7660113,23;"44.81%"
"2020/02";"360449";"Unimed Grande Florianópolis-Cooperativa De Trabalho Medico";"Ativa";38561200,69;672503,98;39233704,67;"100.00%"
"2020/02";"322571";"Unimed Guarapuava Cooperativa De Trabalho Médico";"Ativa";658022,58;0,00;658022,58;"100.00%"
"2020/02";"318035";"Unimed Guaxupé Cooperativa De Trabalho Medico";"Ativa";540460,46;0,00;1002619,54;"53.90%"
"2020/02";"301124";"Unimed Gurupi Cooperativa De Trabalho Médico";"Ativa";135332,68;0,00;1823571,08;"7.42%"
"2020/02";"352543";"Unimed Imperatriz Cooperativa De Trabalho Médico";"Ativa";100060,76;1895424,98;2491835,41;"80.08%"
"2020/02";"304395";"Unimed Inconfidentes Cooperativa De Trabalho Médico Ltda.";"Ativa";2164517,56;27693,82;2282871,44;"96.03%"
"2020/02";"320838";"Unimed Intrafederativa Federação Regional Sul De Minas";"Ativa";19162,90;0,00;19162,90;"100.00%"
"2020/02";"335517";"Unimed Itabira Cooperativa De Trabalho Médico";"Ativa";2336932,92;0,00;2873499,56;"81.33%"
"2020/02";"357065";"Unimed Itabuna Cooperativa De Trabalho Medico";"Ativa";3344745,69;34205,73;3925402,48;"86.08%"
"2020/02";"322831";"Unimed Itajuba Cooperativa De Trabalho Medico";"Ativa";587229,89;1162170,92;1949722,89;"89.73%"
"2020/02";"356581";"Unimed Itaúna Cooperativa De Trabalho Médico Ltda.";"Ativa";3275359,58;0,00;3474598,87;"94.27%"
"2020/02";"301060";"Unimed Ituiutaba Cooperativa Trabalho Médico Ltda.";"Ativa";1591930,28;3438873,73;5062048,05;"99.38%"
"2020/02";"347507";"Unimed Ji Paraná Cooperativa De Trabalho Médico";"Ativa";5447135,95;0,00;5568553,10;"97.82%"
"2020/02";"321044";"Unimed Joao Pessoa - Cooperativa De Trabalho Médico";"Ativa";13008166,33;1743171,77;14956268,49;"98.63%"
"2020/02";"301744";"Unimed Joaçaba Cooperativa De Trabalho Médico";"Ativa";2004944,87;24716,93;2089792,10;"97.12%"
"2020/02";"352314";"Unimed João Monlevade Cooperativa De Trabalho Médico Ltda.";"Ativa";2681527,53;15217,42;2764463,63;"97.55%"
"2020/02";"306886";"Unimed Juiz De Fora Cooperativa De Trabalho Médico Ltda";"Ativa";13897749,99;0,00;15191647,30;"91.48%"
"2020/02";"303267";"Unimed Jundiai - Cooperativa De Trabalho Médico";"Ativa";5211940,20;1553040,47;6797125,71;"99.53%"
"2020/02";"345458";"Unimed Lavras Cooperativa De Trabalho Médico";"Ativa";594863,41;0,00;1700681,62;"34.98%"
"2020/02";"386901";"Unimed Leopoldina Cooperativa De Trabalho Médico Ltda";"Ativa";1016123,47;26669,75;1131851,80;"92.13%"
"2020/02";"358088";"Unimed Leste Paulista Cooperativa De Trabalho Médico";"Ativa";1011627,34;0,00;2227156,53;"45.42%"
"2020/02";"303356";"Unimed Litoral Cooperativa De Trabalho Médico Ltda";"Ativa";9460931,87;458638,79;9919570,66;"100.00%"
"2020/02";"300136";"Unimed Litoral Sul/Rs - Cooperativa Médica Ltda.";"Ativa";2083326,16;0,00;3193929,97;"65.23%"
"2020/02";"327689";"Unimed Maceio Cooperativa De Trabalho Médico";"Ativa";6476776,23;2045094,27;10988634,56;"77.55%"
"2020/02";"321087";"Unimed Marques De Valença Cooperativa De Trabalho Médico Ltda.";"Ativa";1452988,33;235448,64;1688436,97;"100.00%"
"2020/02";"318566";"Unimed Metropolitana Do Agreste - Cooperativa De Trabalho Médico";"Ativa";1612806,36;0,00;1637058,08;"98.52%"
"2020/02";"311618";"Unimed Missões/Rs - Cooperativa De Assistência À Saúde Ltda.";"Ativa";138910,34;0,00;260977,05;"53.23%"
"2020/02";"304051";"Unimed Montes Claros Cooperativa De  Trabalho Médico Ltda.";"Ativa";2374468,69;696693,37;5514650,46;"55.69%"
"2020/02";"342157";"Unimed Morrinhos Cooperativa De Trabalho Medico";"Ativa";532513,14;0,00;537447,82;"99.08%"
"2020/02";"368148";"Unimed Muriaé Cooperativa De Trabalho Medico Ltda";"Ativa";1019519,40;254593,59;1289025,87;"98.84%"
"2020/02";"335592";"Unimed Natal Soc. Coop. De Trab. Médico";"Ativa";4986696,12;1979809,84;7572826,40;"91.99%"
"2020/02";"328294";"Unimed Nordeste Paulista - Fed. Intrafederativa Das Coop. Médicas";"Ativa";308527,80;0,00;7449866,21;"4.14%"
"2020/02";"325571";"Unimed Nordeste Rs Sociedade Cooperativa De Serviços Médicos Ltda.";"Ativa";6303818,69;0,00;20923183,98;"30.13%"
"2020/02";"371629";"Unimed Noroeste Capixaba Cooperativa De Trabalho Médico.";"Ativa";2709416,57;2360683,47;5281878,65;"95.99%"
