,carat,cut,color,clarity,depth,table,x,y,z,cut_mdl,color_mdl,clarity_mdl,price_predicted
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,4,4,2,3027.8288151562147
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,3,4,2,3062.7155361453697
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,1,3,2,9135.67081382449
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,2,6,2,5792.669341733172
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1,6,2,1434.0250321935127
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,4,2,2,7345.513183132405
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,3,4,2,5512.953995478747
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,1,4,2,2625.54308998574
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,3,5,2,9986.653847962034
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,3,6,2,6011.2555648129855
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,2,6,2,892.1924230664172
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2,6,2,3257.939901043471
312,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,4,1,2,9208.63693237337
320,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,2,0,2,8606.804682902944
325,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,3,2,2,14815.606263478017
336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,3,5,2,5762.104780145866
340,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,4,1,2,947.8441624088234
343,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,2,1,2,13080.50453538623
346,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,3,2,2,13463.75056177684
347,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,2,0,2,400.0
354,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,3,2,2,9154.710512604352
361,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,1,4,2,5244.763512031765
366,1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,4,6,2,6145.350806536477
369,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,3,3,2,400.0
379,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,3,6,2,3392.035142766963
386,1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,2,2,2,9020.61527088086
391,0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,3,3,2,954.7631616391373
400,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,2,5,2,5965.973463847669
410,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,4,3,2,1257.8403660752756
415,1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,2,6,2,5877.160323089494
416,1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,4,4,2,10294.053211800025
417,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,4,4,2,947.8441624088234
418,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,4,3,2,400.0
424,0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,3,2,2,959.0853210409887
428,0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,4,4,2,3619.2656846504788
434,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,2,5,2,1741.4243960315016
440,0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,3,6,2,400.0
449,0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,4,2,2,839.7076186955092
450,0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,2,3,2,989.6498826282923
451,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,4,3,2,3032.150974558065
454,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,4,5,2,400.0
455,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,4,2,2,1177.6715441208025
458,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,2,3,2,947.8441624088234
459,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,1,1,2,13622.337144513327
463,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,2,5,2,1318.9694892498846
471,1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,1,2,2,8971.011010513692
472,0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,3,4,2,2978.224554789047
476,0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,4,4,2,4802.139423639004
477,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,2,5,2,7233.338184192518
479,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,1,4,2,5920.691362882353
486,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,1,5,2,5409.423315342561
490,0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,4,3,2,4552.988638971885
492,0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,2,3,2,1665.5777334788781
498,0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,4,3,2,1088.8584033626285
502,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,2,3,2,947.8441624088234
503,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,2,2,2,9274.08821494983
506,0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,4,6,2,1160.3829065134005
507,0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,4,3,2,400.0
510,1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,0,1,2,4278.724934950591
511,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,4,5,2,947.8441624088234
514,1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,3,3,2,6193.204005731186
517,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,4,5,2,3276.979599823334
523,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,2,5,2,5712.5005197786995
525,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,1,3,2,3221.3021188818548
536,0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,2,2,2,2345.8277437313163
540,0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,2,5,2,3431.2440231579676
546,0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,4,5,2,400.0
547,0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,3,6,2,400.0
554,0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,2,3,2,1581.0867521225555
555,0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,2,1,2,947.8441624088234
562,0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,2,2,2,4035.6473708577832
568,0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,3,5,2,3311.86632081249
569,0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,3,0,2,2066.1123974768916
570,1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,4,1,2,4815.105901844556
589,0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,3,0,2,3586.950061890713
591,0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,3,2,2,2564.413966811131
594,1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,2,2,2,6401.394848834836
596,0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97,3,4,2,612.4770768119934
599,0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,3,4,2,400.0
607,1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0,4,3,2,5904.8443406730585
611,0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,4,4,2,3872.7386287194477
612,1.18,Very Good,H,SI1,60.1,59.0,6.83,6.88,4.11,2,2,2,6316.903867478513
619,1.22,Premium,G,SI1,61.2,60.0,6.82,6.75,4.15,3,3,2,7038.113819294416
620,1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9,3,2,2,5099.143407500831
623,0.33,Premium,E,SI1,59.6,60.0,4.51,4.48,2.68,3,5,2,400.0
624,1.1,Premium,H,SI1,63.0,58.0,6.6,6.55,4.14,3,2,2,5775.071258351418
633,2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,4,2,2,13682.336784856656
635,0.71,Ideal,I,SI1,62.0,54.0,5.72,5.75,3.55,4,1,2,2364.8674425111794
637,0.36,Ideal,F,SI1,60.1,56.0,4.67,4.62,2.79,4,4,2,400.0
642,2.01,Ideal,J,SI1,62.1,56.0,8.08,8.03,5.0,4,0,2,13099.544234166093
647,0.73,Premium,J,SI1,58.2,59.0,5.99,5.91,3.46,3,0,2,2150.603378833215
650,0.71,Ideal,H,SI1,62.7,55.0,5.66,5.7,3.56,4,2,2,2614.0182271782996
651,0.32,Premium,J,SI1,62.2,59.0,4.41,4.37,2.73,3,0,2,947.8441624088234
654,1.01,Very Good,G,SI1,62.0,63.0,6.34,6.25,3.9,2,3,2,5129.707969088136
655,1.0,Premium,E,SI1,60.7,59.0,6.41,6.38,3.88,3,5,2,5677.613798789544
658,1.51,Good,I,SI1,63.9,63.0,7.2,7.17,4.59,1,1,2,8721.860225846573
660,0.7,Good,F,SI1,63.8,60.0,5.63,5.6,3.58,1,4,2,2625.54308998574
664,0.51,Very Good,G,SI1,62.7,59.0,5.07,5.13,3.2,2,3,2,905.1589012719687
669,0.5,Very Good,D,SI1,61.0,61.0,5.08,5.11,3.11,2,6,2,1568.120273917004
673,0.77,Ideal,D,SI1,62.3,56.0,5.84,5.87,3.65,4,6,2,4117.567253984718
679,1.07,Very Good,H,SI1,60.4,58.0,6.67,6.73,4.05,2,2,2,5387.503072558957
687,1.02,Very Good,D,SI1,63.3,60.0,6.33,6.38,4.02,2,6,2,5961.651304445819
689,0.38,Ideal,H,SI1,62.0,54.0,4.66,4.72,2.91,4,2,2,947.8441624088234
705,0.91,Premium,E,SI1,62.4,57.0,6.23,6.11,3.85,3,5,2,4917.194966582632
706,1.01,Ideal,H,SI1,60.4,58.0,6.47,6.5,3.92,4,2,2,5148.747667867998
707,0.31,Ideal,E,SI1,62.7,54.0,4.36,4.35,2.73,4,5,2,947.8441624088234
711,0.9,Ideal,G,SI1,60.8,58.0,6.2,6.29,3.8,4,3,2,4468.497657615562
714,0.59,Very Good,H,SI1,61.8,56.0,5.39,5.43,3.35,2,2,2,1331.9359674554362
715,0.34,Very Good,G,SI1,63.4,57.0,4.4,4.45,2.81,2,3,2,947.8441624088234
720,1.01,Very Good,E,SI1,62.3,60.0,6.36,6.39,3.97,2,5,2,5628.009538422375
721,0.61,Ideal,H,SI1,61.9,54.0,5.44,5.48,3.38,4,2,2,1769.1084136150657
724,0.36,Ideal,F,SI1,60.1,56.0,4.62,4.67,2.79,4,4,2,400.0
731,1.01,Ideal,I,SI1,60.6,57.0,6.51,6.56,3.96,4,1,2,4899.596883200878
732,0.4,Ideal,H,SI1,62.6,52.0,4.73,4.76,2.97,4,2,2,947.8441624088234
737,1.51,Very Good,G,SI1,59.6,60.0,7.43,7.47,4.44,2,3,2,9354.257036904302
739,0.8,Ideal,E,SI1,61.5,58.0,5.96,6.0,3.68,4,5,2,4121.889413386567
747,0.52,Ideal,I,SI1,61.8,56.0,5.15,5.18,3.19,4,1,2,759.5387967410361
748,0.71,Premium,G,SI1,60.4,59.0,5.81,5.75,3.49,3,3,2,2729.0737701219277
753,1.52,Premium,I,SI1,58.1,62.0,7.61,7.56,4.41,3,1,2,9074.54169064988
754,1.11,Good,H,SI1,64.2,58.0,6.47,6.53,4.17,1,2,2,5591.37175626076
755,1.03,Premium,F,SI1,58.6,62.0,6.65,6.6,3.88,3,4,2,5681.935958191394
756,0.71,Very Good,G,SI1,62.3,57.0,5.7,5.76,3.57,2,3,2,2594.9785283984356
759,0.42,Very Good,D,SI1,63.0,57.0,4.77,4.81,3.02,2,6,2,892.1924230664172
761,0.36,Ideal,F,SI1,59.7,57.0,4.69,4.72,2.81,4,4,2,400.0
763,0.34,Premium,G,SI1,60.8,59.0,4.56,4.46,2.74,3,3,2,947.8441624088234
769,0.83,Very Good,F,SI1,62.1,58.0,5.98,6.06,3.74,2,4,2,3858.021089341435
772,0.34,Ideal,E,SI1,62.2,54.0,4.47,4.5,2.79,4,5,2,400.0
773,0.7,Very Good,D,SI1,59.4,63.0,5.76,5.78,3.43,2,6,2,3257.939901043471
784,0.34,Premium,E,SI1,61.9,59.0,4.48,4.44,2.76,3,5,2,400.0
791,1.0,Very Good,E,SI1,59.6,60.0,6.43,6.48,3.85,2,5,2,5543.518557066052
795,0.76,Ideal,J,SI1,62.9,54.0,5.82,5.85,3.67,4,0,2,2538.171564625677
799,1.03,Ideal,D,SI1,62.4,57.0,6.47,6.44,4.03,4,6,2,6314.332769249124
803,0.54,Ideal,E,SI1,61.3,56.0,5.22,5.25,3.21,4,5,2,1925.1238981221604
809,1.0,Premium,H,SI1,61.5,58.0,6.37,6.45,3.94,3,2,2,4930.161444788184
814,0.7,Premium,F,SI1,59.4,60.0,5.77,5.74,3.42,3,4,2,2893.7335734327235
815,0.3,Very Good,D,SI1,58.8,57.0,4.4,4.44,2.6,2,6,2,947.8441624088234
817,0.71,Premium,D,SI1,61.3,58.0,5.73,5.75,3.52,3,6,2,3476.5261241232865
821,0.91,Ideal,E,SI1,61.2,58.0,6.24,6.3,3.84,4,5,2,5051.2902083061235
824,0.77,Very Good,D,SI1,62.1,58.0,5.84,5.89,3.64,2,6,2,3849.376770537736
830,1.23,Ideal,J,SI1,63.1,58.0,6.8,6.74,4.27,4,0,2,6509.247688372874
831,1.67,Ideal,H,SI1,61.6,55.0,7.68,7.62,4.71,4,2,2,10725.152437385339
832,0.4,Good,E,SI1,63.5,55.0,4.67,4.71,2.98,1,5,2,400.0
840,0.32,Good,F,SI1,63.2,55.0,4.37,4.4,2.77,1,4,2,947.8441624088234
850,0.81,Premium,F,SI1,61.9,58.0,5.99,5.96,3.7,3,4,2,3823.134368352281
857,2.03,Ideal,G,SI1,60.0,55.8,8.17,8.3,4.95,4,3,2,14015.9785508801
863,1.0,Good,D,SI1,63.8,53.0,6.35,6.4,4.07,1,6,2,5658.5741000096805
866,1.01,Good,D,SI1,64.1,60.0,6.3,6.27,4.03,1,6,2,5743.065081366003
867,0.3,Very Good,H,SI1,63.0,54.0,4.27,4.3,2.7,2,2,2,947.8441624088234
868,0.7,Very Good,H,SI1,58.5,65.0,5.81,5.84,3.41,2,2,2,2261.3367623749928
870,0.83,Ideal,E,SI1,61.5,55.0,6.05,6.08,3.73,4,5,2,4375.362357455537
877,0.7,Very Good,F,SI1,59.2,60.0,5.77,5.79,3.42,2,4,2,2759.6383317092314
894,0.58,Very Good,E,SI1,59.6,57.0,5.41,5.42,3.23,2,5,2,1994.8973401004714
895,2.01,Premium,I,SI1,61.3,60.0,8.09,8.05,4.95,3,1,2,13214.59977710972
896,0.43,Very Good,D,SI1,62.9,56.0,4.78,4.83,3.02,2,6,2,976.6834044227398
900,1.0,Ideal,E,SI1,61.6,57.0,6.37,6.45,3.95,4,5,2,5811.709040513035
904,0.3,Premium,G,SI1,62.5,61.0,4.29,4.26,2.67,3,3,2,947.8441624088234
908,0.7,Very Good,F,SI1,60.6,60.0,5.71,5.75,3.47,2,4,2,2759.6383317092314
911,0.71,Premium,I,SI1,61.7,56.0,5.73,5.71,3.53,3,1,2,2230.7722007876882
916,1.0,Good,D,SI1,64.9,53.0,6.27,6.3,4.08,1,6,2,5658.5741000096805
940,0.32,Ideal,F,SI1,61.6,55.0,4.41,4.45,2.73,4,4,2,947.8441624088234
941,0.5,Premium,E,SI1,62.3,60.0,5.16,5.08,3.19,3,5,2,1453.0647309733768
943,0.71,Fair,D,SI1,66.3,56.0,5.61,5.49,3.68,0,6,2,3074.240398952812
944,1.21,Good,H,SI1,63.8,64.0,6.72,6.63,4.26,1,2,2,6436.281569823992
945,0.32,Premium,E,SI1,62.2,58.0,4.39,4.36,2.72,3,5,2,947.8441624088234
957,0.83,Good,J,SI1,63.8,58.0,5.97,5.95,3.8,1,0,2,2727.322708949466
959,2.04,Very Good,I,SI1,63.1,58.0,8.06,7.99,5.06,2,1,2,13333.977479455203
961,1.11,Ideal,H,SI1,61.6,56.0,6.69,6.73,4.07,4,2,2,5993.6574814312335
968,1.01,Good,D,SI1,63.1,60.0,6.32,6.39,4.01,1,6,2,5743.065081366003
969,1.2,Ideal,F,SI1,61.5,53.0,6.87,6.9,4.24,4,4,2,7252.3778829723815
978,1.02,Very Good,G,SI1,63.0,55.0,6.4,6.45,4.05,2,3,2,5214.198950444461
981,0.3,Ideal,F,SI1,60.6,57.0,4.34,4.37,2.64,4,4,2,947.8441624088234
983,2.15,Ideal,I,SI1,62.5,57.0,8.2,8.16,5.11,4,1,2,14531.56875782174
986,0.26,Ideal,G,SI1,62.2,54.0,4.11,4.12,2.56,4,3,2,947.8441624088234
1000,1.03,Very Good,G,SI1,62.6,56.0,6.41,6.44,4.02,2,3,2,5298.689931800782
1001,0.53,Very Good,F,SI1,62.5,57.0,5.19,5.24,3.26,2,4,2,1323.2916486517352
1003,0.64,Premium,H,SI1,60.0,59.0,5.63,5.57,3.36,3,2,2,1888.4861159605452
1006,1.09,Good,H,SI1,63.2,57.0,6.54,6.57,4.14,1,2,2,5422.389793548113
1007,0.73,Ideal,I,SI1,61.7,55.0,5.78,5.82,3.58,4,1,2,2533.8494052238257
1011,1.01,Very Good,H,SI1,61.8,61.0,6.4,6.47,3.98,2,2,2,4880.557184421015
1015,0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3,1,6,2,1771.9889576188061
1020,0.44,Ideal,E,SI1,61.1,56.0,4.92,4.9,3.0,4,5,2,1080.2140845589274
1027,1.01,Very Good,I,SI1,63.3,59.0,6.26,6.22,3.95,2,1,2,4631.406399753896
1037,1.31,Premium,J,SI1,60.7,58.0,7.11,7.06,4.3,3,0,2,7051.08029749997
1041,0.72,Good,F,SI1,60.4,61.0,5.75,5.8,3.49,1,4,2,2794.5250526983864
1044,2.01,Very Good,G,SI1,63.1,59.0,8.03,7.98,5.05,2,3,2,13578.806104720468
1046,1.04,Ideal,H,SI1,62.7,54.0,6.51,6.47,4.07,4,2,2,5402.220611936969
1048,1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,1,2,2,4661.9709613412015
1056,1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,2,6,2,5792.669341733172
1066,0.4,Very Good,E,SI1,60.8,62.0,4.72,4.76,2.88,2,5,2,474.05967568665073
1069,0.64,Very Good,D,SI1,63.7,54.0,5.47,5.52,3.5,2,6,2,2750.9940129055312
1070,0.9,Good,F,SI1,62.8,64.0,6.18,5.99,3.82,1,4,2,4315.362717112208
1073,0.41,Very Good,E,SI1,62.9,57.0,4.72,4.76,2.98,2,5,2,558.5506570429734
1075,0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,2,3,2,947.8441624088234
1077,1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,3,2,2,5183.634388857154
1080,0.8,Very Good,E,SI1,62.9,60.0,5.87,5.89,3.7,2,5,2,3853.6989299395846
1081,1.02,Very Good,D,SI1,62.7,60.0,6.34,6.39,3.99,2,6,2,5961.651304445819
1083,0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8,3,6,2,400.0
1086,0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,1,5,2,947.8441624088234
1087,1.0,Premium,J,SI1,62.8,59.0,6.37,6.27,3.97,3,0,2,4431.859875453945
1091,0.31,Very Good,H,SI1,61.0,61.0,4.33,4.39,2.66,2,2,2,947.8441624088234
1098,1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,3,4,2,5597.444976835071
1105,0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,4,5,2,826.7411404899567
1107,1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,3,6,2,10320.295613985478
1109,0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,3,6,2,1786.7064969968196
1126,0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,3,6,2,400.0
1140,0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,2,3,2,947.8441624088234
1142,1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,3,2,2,11013.512102443465
1143,0.31,Very Good,H,SI1,61.7,59.0,4.36,4.39,2.7,2,2,2,947.8441624088234
1147,0.34,Very Good,I,SI1,61.3,61.0,4.45,4.49,2.74,2,1,2,947.8441624088234
1149,1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,0,0,2,8338.614199455962
1158,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,3,3,2,1123.7451243517844
1160,0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,3,6,2,400.0
1164,1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,4,3,2,8355.082800006436
1165,1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,4,1,2,6589.416510327346
1169,0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,4,6,2,653.43701837546
1170,0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,3,6,2,857.3057020772621
1172,1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,4,2,2,5571.2025746496165
1175,1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,1,0,2,8472.709441179453
1177,1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,4,4,2,5731.540218558563
1180,1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,3,1,2,10595.379355063698
1182,1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,3,3,2,7038.113819294416
1184,1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,4,2,2,5993.6574814312335
1188,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,2,5,2,1825.9153773878243
1190,0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,4,6,2,5215.950011616922
1195,2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,4,1,2,13433.186000189537
1199,0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,3,6,2,1702.215515640496
1204,1.24,Premium,F,SI1,61.6,59.0,6.9,6.86,4.24,3,4,2,7456.246566674185
1207,1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97,4,4,2,5647.049237202238
1214,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,2,5,2,947.8441624088234
1218,1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,1,5,2,5493.914296698884
1224,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,3,5,2,3142.8843580998428
1226,0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,2,5,2,4783.099724859141
1237,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,2,2,2,2430.318725087639
1244,0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,4,3,2,947.8441624088234
1247,0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,0,1,2,1743.9954942608902
1252,1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,4,5,2,5811.709040513035
1253,0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,2,6,2,3257.939901043471
1258,0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,3,5,2,2128.9925818239635
1264,1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,1,1,2,10327.188871616716
1269,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,4,4,2,947.8441624088234
1273,1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,3,6,2,6095.74654616931
1277,0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,3,3,2,2644.582788765604
1286,2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,0,2,2,12976.973855250046
1287,0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,4,3,2,2778.6780304890954
1294,0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,1,5,2,947.8441624088234
1297,1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,2,5,2,5543.518557066052
1304,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,1,4,2,5244.763512031765
1306,1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,4,6,2,6145.350806536477
1307,0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,4,4,2,3027.8288151562147
1309,1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,2,4,2,9518.9168402151
1319,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,4,1,2,14193.604832396446
1322,1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,3,4,2,6019.899883616688
1323,0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,4,2,2,1346.6535068334497
1329,0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,4,5,2,1671.6509540531906
1330,0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,2,3,2,4284.7981555249025
1331,0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,2,2,2,947.8441624088234
1336,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,4,3,2,7003.227098305262
1337,1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,4,5,2,6403.145910007299
1338,1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,4,4,2,5647.049237202238
1347,0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,3,6,2,3392.035142766963
1350,0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,4,4,2,947.8441624088234
1351,1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,4,2,2,5233.238649224322
1352,0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,2,1,2,406.8573319377292
1354,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,4,2,2,5655.693556005939
1359,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,2,1,2,406.8573319377292
1362,0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,4,3,2,4468.497657615562
1376,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,4,5,2,2094.1058608348076
1379,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,2,0,2,400.0
1380,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,4,0,2,947.8441624088234
1384,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,3,2,2,4085.251631224952
1385,1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,3,3,2,10164.280129478382
1389,1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,2,3,2,9269.766055547982
1390,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,1,5,2,5493.914296698884
1397,1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,3,3,2,5263.803210811628
