,carat,cut,color,clarity,depth,table,x,y,z,cut_mdl,color_mdl,clarity_mdl,price_predicted
897,2.3,Ideal,H,SI2,61.6,56.0,8.48,8.52,5.24,4,2,1,15777.404807152472
898,0.91,Premium,I,VS1,61.9,57.0,6.24,6.19,3.85,3,1,4,4659.428717310011
899,0.4,Ideal,F,SI2,62.0,57.0,4.7,4.72,2.92,4,4,1,-278.1780164233569
900,1.0,Ideal,E,SI1,61.6,57.0,6.37,6.45,3.95,4,5,2,5837.344956165205
901,0.41,Premium,G,VS2,61.9,59.0,4.77,4.73,2.94,3,3,3,381.94529587370926
902,0.35,Ideal,H,VVS1,60.5,57.0,4.58,4.59,2.77,4,2,6,1260.8534309991828
903,1.1,Very Good,G,IF,60.5,55.0,6.77,6.71,4.08,2,3,7,8384.133671515978
904,0.3,Premium,G,SI1,62.5,61.0,4.29,4.26,2.67,3,3,2,-1108.2043927119048
905,0.31,Ideal,G,VVS2,60.8,56.0,4.41,4.44,2.69,4,3,5,705.570656810849
906,0.94,Premium,F,SI2,62.4,58.0,6.23,6.17,3.87,3,4,1,4311.6183838898905
907,0.72,Good,G,SI2,63.7,59.0,5.74,5.65,3.63,1,3,1,1748.4327591310794
908,0.7,Very Good,F,SI1,60.6,60.0,5.71,5.75,3.47,2,4,2,2571.205737195791
909,0.24,Ideal,H,VS2,61.1,56.0,3.99,4.03,2.45,4,2,3,-1276.4732506785003
910,0.57,Very Good,E,VS2,59.5,56.0,5.45,5.47,3.25,2,5,3,2272.277162612596
911,0.71,Premium,I,SI1,61.7,56.0,5.73,5.71,3.53,3,1,2,1854.8677386914333
912,0.79,Ideal,H,VVS2,62.0,55.9,5.88,5.95,3.67,4,2,5,4603.509702611469
913,0.3,Premium,G,VS1,59.6,59.0,4.38,4.34,2.6,3,3,4,-61.027399619836615
914,0.52,Premium,E,VS2,61.6,59.0,5.16,5.14,3.17,3,5,3,1988.0715268392942
915,1.22,Very Good,F,VVS2,60.7,62.0,6.81,6.84,4.14,2,4,5,8711.169589202815
916,1.0,Good,D,SI1,64.9,53.0,6.27,6.3,4.08,1,6,2,5691.706393803233
917,0.3,Good,H,VVS1,63.4,57.0,4.27,4.31,2.72,1,2,6,356.0863527925794
918,0.3,Good,E,VS2,64.2,57.0,4.24,4.13,2.69,1,5,3,-255.33157845651658
919,0.51,Premium,E,VS2,60.5,56.0,5.24,5.18,3.15,3,5,3,1900.202327562968
920,1.22,Ideal,H,VVS2,62.7,54.0,6.77,6.83,4.27,4,2,5,8381.88527149346
921,0.56,Ideal,D,VS2,61.2,56.0,5.3,5.35,3.26,4,6,3,2814.471204015923
922,0.53,Ideal,E,VS2,61.4,56.0,5.18,5.25,3.2,4,5,3,2231.081086723945
923,0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,4,5,3,2670.427083105571
924,0.73,Premium,I,VS1,61.2,59.0,5.84,5.82,3.57,3,1,4,3077.7831303361527
925,1.13,Ideal,F,I1,62.2,55.0,6.68,6.63,4.14,4,4,0,5612.685034202366
926,0.7,Very Good,F,VS1,60.5,57.0,5.77,5.8,3.5,2,4,4,3618.382730287858
927,0.59,Ideal,D,IF,60.7,58.0,5.45,5.49,3.32,4,6,7,5172.432788029037
928,0.5,Ideal,G,VVS1,62.2,55.0,5.09,5.11,3.17,4,3,6,2898.673939607068
929,1.07,Very Good,G,VVS2,62.8,57.0,6.46,6.56,4.09,2,3,5,7073.349080594931
930,0.42,Ideal,G,VVS2,62.1,57.0,4.8,4.77,2.97,4,3,5,1672.1318488504285
931,0.27,Ideal,G,VS1,62.3,53.0,4.16,4.19,2.6,4,3,4,-169.49463684048715
932,1.51,Premium,H,VS1,61.0,60.0,7.29,7.34,4.46,3,2,4,10251.363193352541
933,1.33,Premium,G,SI2,59.2,62.0,7.22,7.16,4.26,3,3,1,7418.734636203582
934,0.53,Ideal,G,VVS1,61.4,57.0,5.18,5.21,3.19,4,3,6,3162.2815374360434
935,0.43,Ideal,F,VVS2,61.9,56.0,4.84,4.82,2.99,4,4,5,2079.783567589757
936,0.4,Premium,G,VS1,61.3,60.0,4.71,4.66,2.87,3,3,4,817.6645931434186
937,0.9,Very Good,F,SI2,62.0,59.0,6.2,6.1,3.81,2,4,1,3805.001226176266
938,2.07,Fair,D,SI2,64.5,60.0,7.99,7.88,5.12,0,6,1,14414.981859215697
939,1.51,Premium,G,VS2,59.2,61.0,7.48,7.44,4.42,3,3,3,10047.557216269508
940,0.32,Ideal,F,SI1,61.6,55.0,4.41,4.45,2.73,4,4,2,-457.54311408792637
941,0.5,Premium,E,SI1,62.3,60.0,5.16,5.08,3.19,3,5,2,1288.7446317406084
942,0.9,Good,G,VS1,61.0,62.0,6.16,6.24,3.78,1,3,4,4900.8438357430405
943,0.71,Fair,D,SI1,66.3,56.0,5.61,5.49,3.68,0,6,2,2988.3592541814687
944,1.21,Good,H,SI1,63.8,64.0,6.72,6.63,4.26,1,2,2,6257.829500754056
945,0.32,Premium,E,SI1,62.2,58.0,4.39,4.36,2.72,3,5,2,-292.90095523325
946,0.7,Very Good,F,VS2,61.7,63.0,5.61,5.64,3.47,2,4,3,3094.7942337418244
947,0.42,Ideal,E,VS1,61.6,57.0,4.8,4.84,2.97,4,5,4,1788.1083912303984
948,0.92,Very Good,G,SI2,59.4,62.0,6.34,6.36,3.77,2,3,1,3660.957105265914
949,1.0,Premium,H,SI2,60.0,62.0,6.53,6.51,3.91,3,2,1,4199.268540621839
950,1.09,Ideal,I,VS2,61.8,57.0,6.55,6.59,4.06,4,1,3,5872.626168346162
951,0.56,Premium,I,VVS1,60.6,59.0,5.29,5.33,3.22,3,1,6,2631.1837357306886
952,1.01,Fair,E,VS2,66.6,55.0,6.27,6.2,4.15,0,5,3,5828.241209554264
953,2.02,Premium,J,VS2,62.0,59.0,8.06,8.08,5.0,3,0,3,13569.5388209731
954,0.3,Very Good,E,SI2,58.8,60.0,4.39,4.42,2.59,2,5,1,-1147.3682109402607
955,1.03,Very Good,D,SI2,61.3,61.0,6.46,6.49,3.97,2,6,1,5586.865855694503
956,0.62,Premium,G,VS2,61.1,59.0,5.56,5.5,3.38,3,3,3,2227.198480676545
957,0.83,Good,J,SI1,63.8,58.0,5.97,5.95,3.8,1,0,2,2279.234889327685
958,0.9,Premium,F,SI2,58.9,59.0,6.31,6.26,3.7,3,4,1,3960.14158678459
959,2.04,Very Good,I,SI1,63.1,58.0,8.06,7.99,5.06,2,1,2,13386.330881834392
960,0.9,Good,D,SI2,63.8,58.0,6.13,6.09,3.9,1,6,1,4289.4259044939445
961,1.11,Ideal,H,SI1,61.6,56.0,6.69,6.73,4.07,4,2,2,5844.558589815779
962,0.51,Ideal,F,VVS1,61.4,56.0,5.15,5.17,3.17,4,4,6,3306.3256583463935
963,0.28,Good,F,VVS2,64.9,57.0,4.13,4.16,2.69,1,4,5,296.32449661989995
964,0.52,Very Good,E,VS2,62.5,56.0,5.15,5.18,3.23,2,5,3,1832.9311662309692
965,1.2,Ideal,F,VS2,62.3,56.0,6.82,6.79,4.24,4,4,3,7798.534918774747
966,0.29,Ideal,F,VS2,61.6,56.0,4.28,4.32,2.65,4,4,3,-197.56221537086822
967,1.52,Very Good,I,VS2,63.3,61.0,7.27,7.23,4.59,2,1,3,9340.721016011505
968,1.01,Good,D,SI1,63.1,60.0,6.32,6.39,4.01,1,6,2,5779.5755930795585
969,1.2,Ideal,F,SI1,61.5,53.0,6.87,6.9,4.24,4,4,2,7274.9464222287115
970,0.5,Ideal,F,VVS2,62.2,54.0,5.07,5.12,3.17,4,4,5,2694.8679625240347
971,0.35,Ideal,E,VS2,61.6,56.0,4.54,4.52,2.79,4,5,3,649.4354997500868
972,0.53,Ideal,E,VS2,61.5,56.0,5.18,5.23,3.2,4,5,3,2231.081086723945
973,0.55,Ideal,F,VS2,60.9,57.0,5.3,5.34,3.24,4,4,3,2087.0369658135933
974,2.07,Ideal,J,VVS2,62.7,54.0,8.17,8.12,5.11,4,0,5,15211.202171055122
975,2.01,Premium,E,SI2,58.7,54.0,8.27,8.2,4.83,3,5,1,14033.405225919714
976,0.3,Very Good,D,SI2,61.8,58.0,4.29,4.32,2.66,2,6,1,-827.5856914772576
977,0.74,Ideal,G,VVS2,60.9,58.0,5.85,5.88,3.57,4,3,5,4483.946225692844
978,1.02,Very Good,G,SI1,63.0,55.0,6.4,6.45,4.05,2,3,2,5063.237594575201
979,2.0,Premium,I,VS1,61.1,58.0,8.08,8.11,4.95,3,1,4,14237.171438429485
980,1.51,Premium,J,VVS2,62.6,59.0,7.33,7.31,4.58,3,0,5,10135.38665097257
981,0.3,Ideal,F,SI1,60.6,57.0,4.34,4.37,2.64,4,4,2,-633.2815126405776
982,0.57,Ideal,E,VS1,61.0,56.0,5.38,5.4,3.29,4,5,4,3106.1463803752795
983,2.15,Ideal,I,SI1,62.5,57.0,8.2,8.16,5.11,4,1,2,14663.172795090622
984,0.97,Premium,F,SI2,61.9,58.0,6.31,6.35,3.92,3,4,1,4575.225981718866
985,1.2,Premium,D,SI2,62.0,58.0,6.84,6.77,4.22,3,6,1,7235.782604000358
986,0.26,Ideal,G,SI1,62.2,54.0,4.11,4.12,2.56,4,3,2,-1304.5408292088814
987,1.51,Premium,G,VS2,62.5,59.0,7.34,7.28,4.57,3,3,3,10047.557216269508
988,0.31,Ideal,E,VS2,60.5,56.0,4.41,4.38,2.66,4,5,3,297.95870264478435
989,0.79,Premium,H,SI2,62.8,57.0,5.91,5.88,3.7,3,2,1,2354.015355819005
990,0.77,Premium,G,SI2,61.2,58.0,5.99,5.96,3.64,3,3,1,2498.059476729357
991,0.57,Good,F,VS1,60.0,61.0,5.35,5.38,3.22,1,4,4,2320.9427790873033
992,0.27,Ideal,G,VVS2,62.8,56.0,4.12,4.16,2.6,4,3,5,354.0938597055465
993,0.52,Ideal,G,VVS2,61.0,56.0,5.24,5.18,3.18,4,3,5,2550.823841613683
994,0.43,Ideal,G,IF,61.2,57.0,4.81,4.86,2.96,4,3,7,2807.178041218822
995,0.6,Ideal,G,VVS2,62.0,57.0,5.41,5.46,3.37,4,3,5,3253.7774358242877
996,0.36,Premium,D,SI2,61.5,60.0,4.54,4.6,2.81,3,6,1,-145.23013521097891
997,0.54,Ideal,E,VVS2,62.2,54.0,5.23,5.26,3.26,4,5,5,3366.1272790923394
998,0.9,Good,J,SI2,63.9,56.0,6.17,6.1,3.92,1,0,1,2370.730787715931
999,1.0,Premium,G,SI2,62.9,60.0,6.35,6.3,3.98,3,3,1,4519.051060084841
1000,1.03,Very Good,G,SI1,62.6,56.0,6.41,6.44,4.02,2,3,2,5151.106793851528
1001,0.53,Very Good,F,SI1,62.5,57.0,5.19,5.24,3.26,2,4,2,1077.4293494982576
1002,0.4,Ideal,G,VVS1,62.0,55.0,4.74,4.78,2.95,4,3,6,2019.9819468438127
1003,0.64,Premium,H,SI1,60.0,59.0,5.63,5.57,3.36,3,2,2,1559.5658632201576
1004,0.35,Very Good,H,VS2,60.1,56.0,4.61,4.64,2.78,2,2,3,-620.1927798555716
1005,0.9,Premium,H,SI2,59.5,60.0,6.32,6.29,3.75,3,2,1,3320.5765478585854
1006,1.09,Good,H,SI1,63.2,57.0,6.54,6.57,4.14,1,2,2,5203.399109438153
1007,0.73,Ideal,I,SI1,61.7,55.0,5.78,5.82,3.58,4,1,2,2185.7464978524094
1008,0.9,Very Good,F,VS2,63.1,59.0,6.13,6.05,3.84,2,4,3,4852.178219268333
1009,1.06,Ideal,I,SI2,61.9,59.0,6.47,6.52,4.02,4,1,1,4561.841577425115
1010,0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49,3,4,3,3249.9345943501503
1011,1.01,Very Good,H,SI1,61.8,61.0,6.4,6.47,3.98,2,2,2,4655.585875835874
1012,0.96,Premium,G,SI2,59.3,58.0,6.49,6.43,3.83,3,3,1,4167.574262979539
1013,0.49,Very Good,H,VVS2,62.3,57.0,5.02,5.05,3.14,2,2,5,1657.1530031050534
1014,1.06,Ideal,I,VVS1,60.2,57.0,6.62,6.66,4.0,4,1,6,7179.784060155287
1015,0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3,1,6,2,1649.7232270922632
1016,0.52,Very Good,E,SI2,62.6,58.0,5.11,5.14,3.21,2,5,1,785.7541731389001
1017,0.41,Ideal,E,VS1,62.1,56.0,4.78,4.75,2.96,4,5,4,1700.2391919540732
1018,0.5,Good,E,VVS2,61.6,62.0,5.04,5.09,3.12,1,5,5,2549.229400162061
1019,1.06,Ideal,I,SI2,62.7,58.0,6.48,6.5,4.07,4,1,1,4561.841577425115
1020,0.44,Ideal,E,SI1,61.1,56.0,4.92,4.9,3.0,4,5,2,916.6697966909815
1021,0.73,Ideal,F,VS1,62.6,56.0,5.73,5.71,3.58,4,4,4,4192.271049333485
1022,0.56,Ideal,D,VS2,61.9,57.0,5.26,5.3,3.27,4,6,3,2814.471204015923
1023,0.42,Very Good,D,SI2,63.1,56.0,4.8,4.74,3.01,2,6,1,226.844699838648
1024,0.81,Very Good,F,VVS2,63.1,56.0,5.99,5.9,3.75,2,4,5,5108.532418873472
1025,0.72,Ideal,I,VS2,61.8,56.0,5.72,5.77,3.56,4,1,3,2621.465795122118
1026,0.41,Ideal,D,VS2,62.4,55.0,4.76,4.79,2.98,4,6,3,1496.4332148710419
1027,1.01,Very Good,I,SI1,63.3,59.0,6.26,6.22,3.95,2,1,2,4335.803356372871
1028,1.13,Ideal,E,I1,62.0,55.0,6.66,6.7,4.14,4,5,0,5932.4675536653685
1029,1.53,Premium,F,VS2,58.5,60.0,7.62,7.56,4.44,3,4,3,10543.078134285164
1030,0.72,Ideal,H,VVS1,62.5,57.0,5.7,5.73,3.57,4,2,6,4512.013804223223
1031,0.7,Very Good,E,SI2,59.5,56.0,5.79,5.81,3.45,2,5,1,2367.3997601127576
1032,1.09,Very Good,G,VS2,60.9,56.0,6.67,6.7,4.07,2,3,3,6201.910486055514
1033,1.22,Very Good,I,VS1,61.6,60.0,6.86,6.8,4.21,2,1,4,7228.233534267774
1034,0.31,Ideal,D,VS1,60.5,55.0,4.43,4.39,2.67,4,6,4,1141.3297186538211
1035,0.42,Ideal,G,IF,62.7,56.0,4.76,4.77,2.99,4,3,7,2719.3088419424967
1036,0.3,Premium,F,VS2,60.7,58.0,4.35,4.32,2.63,3,4,3,-264.8333767028689
1037,1.31,Premium,J,SI1,60.7,58.0,7.11,7.06,4.3,3,0,2,6807.237175807959
1038,1.01,Good,F,SI2,64.3,59.0,6.33,6.26,4.05,1,4,1,4616.422057607519
1039,1.26,Premium,H,SI2,61.3,57.0,6.96,6.87,4.24,3,2,1,6483.8677218063
1040,2.23,Premium,J,SI2,60.5,61.0,8.47,8.4,5.1,3,0,1,14367.615012683864
1041,0.72,Good,F,SI1,60.4,61.0,5.75,5.8,3.49,1,4,2,2591.8037751401152
1042,1.0,Fair,F,VS2,64.7,59.0,6.22,6.15,4.0,0,4,3,5420.589490814937
1043,0.53,Good,I,VS1,64.3,55.0,5.17,5.13,3.31,1,1,4,1010.1184235929941
1044,2.01,Very Good,G,SI1,63.1,59.0,8.03,7.98,5.05,2,3,2,13762.28832293142
1045,0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,4,6,5,1752.7874144761818
1046,1.04,Ideal,H,SI1,62.7,54.0,6.51,6.47,4.07,4,2,2,5229.474194881501
1047,1.22,Ideal,G,IF,61.7,56.0,6.87,6.91,4.25,4,3,7,9748.844784048531
1048,1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,1,2,2,4412.576315951223
1049,0.31,Ideal,D,IF,61.1,56.0,4.39,4.42,2.69,4,6,7,2712.095208291923
1050,2.01,Premium,H,VS2,62.8,58.0,7.99,7.9,4.99,3,2,3,14121.234660622778
1051,0.36,Ideal,F,VS1,61.3,54.0,4.63,4.65,2.84,4,4,4,941.1106761094434
1052,0.39,Very Good,I,VVS2,62.7,58.0,4.65,4.67,2.92,2,1,5,458.67849087879677
1053,0.33,Premium,G,VS1,61.6,58.0,4.44,4.39,2.72,3,3,4,202.58019820913978
1054,0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,3,1,7,1045.9114496449129
1055,0.4,Ideal,F,SI2,62.1,54.0,4.75,4.78,2.96,4,4,1,-278.1780164233569
1056,1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,2,6,2,5846.846754411559
1057,0.33,Fair,H,VVS2,65.1,59.0,4.4,4.32,2.84,0,2,5,-59.03490653280369
1058,1.5,Ideal,G,VS1,61.3,56.0,7.41,7.37,4.53,4,3,4,10638.416874147542
1059,0.81,Very Good,I,VS1,63.2,59.0,5.9,5.84,3.71,2,1,4,3625.5963639384318
1060,0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,2,3,6,1006.7476314165579
1061,1.11,Very Good,H,VS1,63.2,57.0,6.61,6.53,4.15,2,2,4,6581.454861691198
1062,0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,4,2,3,1008.1259305059612
1063,0.33,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,1,1,4,-747.2655619335155
1064,0.27,Fair,E,VS1,66.4,58.0,3.99,4.02,2.66,0,5,4,-150.49104034778338
1065,1.7,Ideal,H,I1,61.3,55.0,7.7,7.63,4.7,4,2,0,9981.664354026912
1066,0.4,Very Good,E,SI1,60.8,62.0,4.72,4.76,2.88,2,5,2,254.91227836902908
1067,1.51,Good,E,SI2,63.1,58.0,7.28,7.31,4.6,1,5,1,9329.664540886793
1068,0.3,Very Good,E,VS2,61.9,61.0,4.28,4.32,2.66,2,5,3,-100.19121784819163
1069,0.64,Very Good,D,SI1,63.7,54.0,5.47,5.52,3.5,2,6,2,2683.5555804638425
1070,0.9,Good,F,SI1,62.8,64.0,6.18,5.99,3.82,1,4,2,4173.449362113974
1071,1.0,Very Good,H,SI2,60.2,61.0,6.44,6.48,3.89,2,2,1,4044.128180013515
1072,1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,4,6,3,6768.58517145057
1073,0.41,Very Good,E,SI1,62.9,57.0,4.72,4.76,2.98,2,5,2,342.78147764535424
1074,1.0,Fair,F,VS2,68.4,58.0,5.97,6.1,4.13,0,4,3,5420.589490814937
1075,0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,2,3,2,-1175.4755540439055
1076,1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,2,6,1,5586.865855694503
1077,1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,3,2,2,4986.464634996852
1078,0.91,Premium,G,VVS2,61.8,58.0,6.24,6.16,3.83,3,3,5,5822.582252782051
1079,0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,2,5,6,1558.4434710662372
1080,0.8,Very Good,E,SI1,62.9,60.0,5.87,5.89,3.7,2,5,2,3769.6802494220465
1081,1.02,Very Good,D,SI1,62.7,60.0,6.34,6.39,3.99,2,6,2,6022.58515296421
1082,1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,4,3,4,6244.95691033127
1083,0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8,3,6,2,202.6199627824044
1084,1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99,4,3,3,5721.368413785236
1085,0.73,Ideal,G,VS2,61.7,56.0,5.79,5.81,3.58,4,3,3,3348.9000333244494
1086,0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,1,5,2,-427.44327789724866
1087,1.0,Premium,J,SI1,62.8,59.0,6.37,6.27,3.97,3,0,2,4083.29199824187
1088,0.54,Ideal,G,VS1,61.8,55.3,5.22,5.24,3.23,4,3,4,2202.9737436203013
1089,1.02,Very Good,F,SI2,60.9,58.0,6.43,6.55,3.95,2,4,1,4859.43161749217
1090,0.8,Very Good,G,VVS2,62.5,56.0,5.95,5.98,3.73,2,3,5,4700.8807001341465
1091,0.31,Very Good,H,SI1,61.0,61.0,4.33,4.39,2.66,2,2,2,-1495.2580735069077
1092,2.0,Premium,D,SI2,61.6,59.0,8.2,8.09,5.02,3,6,1,14265.318546106393
1093,1.5,Premium,J,VVS2,61.5,60.0,7.31,7.27,4.48,3,0,5,10047.517451696245
1094,1.22,Premium,I,SI2,62.5,58.0,6.8,6.76,4.24,3,1,1,5812.608405237996
1095,0.72,Very Good,I,VS2,61.8,60.0,5.72,5.76,3.55,2,1,3,2311.185073905468
1096,0.3,Good,G,SI2,63.3,57.0,4.25,4.28,2.7,1,3,1,-1942.0736104745902
1097,0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,1,5,3,1853.5292041752946
1098,1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,3,4,2,5538.160474646529
1099,1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0,2,4,3,5818.739411307912
1100,0.3,Ideal,G,IF,60.9,56.0,4.34,4.36,2.65,4,3,7,1664.878450626591
1101,1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,3,1,1,5549.00080740902
1102,1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,1,1,1,8050.5344630347845
1103,1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,1,3,0,3860.920240874808
1104,3.22,Ideal,I,I1,62.6,55.0,9.49,9.42,5.92,4,1,0,23018.000124565377
1105,0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,4,5,2,653.0621988620051
1106,0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,2,6,1,1105.5366926019024
1107,1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,3,6,2,10571.185477388806
1108,0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,4,2,6,1348.722630275508
1109,0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,3,6,2,1696.3963504799358
1110,0.53,Premium,J,VS2,62.7,56.0,5.18,5.15,3.24,3,0,3,477.0281288006072
1111,1.01,Good,F,SI2,61.3,62.0,6.44,6.48,3.96,1,4,1,4616.422057607519
1112,0.7,Good,F,I1,63.9,60.0,5.65,5.52,3.58,1,4,0,1368.8883834953958
1113,0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,4,2,3,-397.781257915246
1114,1.04,Premium,G,VS2,62.2,58.0,6.49,6.4,4.01,3,3,3,5917.704850282213
1115,0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,3,5,3,845.7719362470625
1116,1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,3,4,4,6497.468268462273
1117,0.3,Very Good,F,VVS1,62.6,56.0,4.27,4.29,2.68,2,4,6,1150.7917523269089
1118,1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,4,3,4,12483.670058950376
1119,1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,3,2,3,6125.137526477163
1120,1.15,Ideal,H,SI2,62.6,55.0,6.74,6.65,4.19,4,2,1,5672.446890375046
1121,0.32,Ideal,H,VS1,61.8,55.0,4.41,4.42,2.73,4,2,4,-49.93115992186267
1122,2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,3,3,1,13393.84018699371
1123,0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46,2,3,6,303.7940372059538
1124,0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,2,5,1,-180.8070189006803
1125,0.28,Very Good,D,VVS1,60.6,58.0,4.23,4.25,2.57,2,6,6,1614.618392700263
1126,0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,3,6,2,-60.987635046572905
1127,0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,1,4,3,742.9238912253622
1128,0.44,Very Good,E,VS1,60.7,58.0,4.88,4.91,2.97,2,5,4,1653.5660685663988
1129,0.37,Ideal,F,VVS1,61.3,56.0,4.65,4.68,2.86,4,4,6,2076.1568684778376
1130,0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,3,3,3,4687.536060413657
1131,0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,4,4,1,864.1215741688738
1132,0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13,3,1,7,2979.0338337240737
1133,1.0,Very Good,E,VS2,59.0,58.0,6.49,6.53,3.84,2,5,3,6050.652731494591
1134,0.32,Ideal,F,IF,61.3,57.0,4.42,4.46,2.72,4,4,7,2160.3993686422455
1135,1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,3,2,1,6220.260123977325
1136,1.02,Very Good,E,SI2,62.8,55.0,6.4,6.43,4.03,2,5,1,5179.214136955172
1137,0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,3,5,5,3386.7253170366657
1138,0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,4,2,7,2487.3955217558196
1139,0.52,Ideal,G,VS1,62.1,54.0,5.14,5.17,3.2,4,3,4,2027.2353450676492
1140,0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,2,3,2,-560.3911591096266
1141,0.9,Very Good,I,VVS1,63.4,57.0,6.09,6.12,3.87,2,1,6,5463.596150517429
1142,1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,3,2,2,11049.439385063304
1143,0.31,Very Good,H,SI1,61.7,59.0,4.36,4.39,2.7,2,2,2,-1495.2580735069077
1144,2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,3,4,1,13801.491905733039
1145,0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,4,5,5,3541.86567764499
1146,0.42,Ideal,G,IF,62.0,57.0,4.82,4.8,2.98,4,3,7,2719.3088419424967
1147,0.34,Very Good,I,SI1,61.3,61.0,4.45,4.49,2.74,2,1,2,-1551.4329951409336
1148,0.43,Ideal,G,VS1,62.3,56.0,4.82,4.85,3.01,4,3,4,1236.412551580719
1149,1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,0,0,2,8099.200079509492
1150,0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,2,3,3,-564.0178582215449
1151,1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,3,3,4,8198.677332354755
1152,0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,4,5,4,821.5471991908189
1153,1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,4,3,5,9580.359783719718
1154,1.02,Ideal,H,SI2,61.6,55.0,6.49,6.43,3.98,4,2,1,4530.147299782815
1155,0.7,Very Good,J,VS2,61.1,61.0,5.64,5.69,3.46,2,0,3,1815.6641558898145
1156,1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,3,4,4,6409.599069185946
1157,0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,4,3,3,537.0856564820351
1158,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,3,3,2,824.917991367256
1159,0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,2,6,3,2064.8444864176454
1160,0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,3,6,2,-148.85683432289807
1161,0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,1,6,5,1902.4507275854849
1162,0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,3,3,7,2212.69168422887
1163,1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,3,4,1,4926.7027788241685
1164,1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,4,3,2,8361.071091186917
1165,1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,4,1,2,6403.46806311603
1166,0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,2,4,7,1674.3802488729434
